Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
VI Services,Postal Service (491) / Couriers and Messengers (492),Couriers and express delivery services (4921),Couriers and express delivery services (4921),4921,,,C7,●,False,True,,,,,,,Yes,
VI Services,Postal Service (491) / Couriers and Messengers (492),Local messengers and local delivery (4922),Local messengers and local delivery (4922),4922,,,C7,●,False,True,,,,,,,Yes,
VI Services,Telecommunications (517),Wired and wireless telecommunications (5171),Wired and wireless telecommunications (5171),5171,,,C7,●,False,True,,,,,,,Yes,
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",5182,,,C7,●,False,True,,,,,,,Yes,
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222, 5223",5221,,C7,●,False,True,,,,,,,Yes,
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222, 5223",5222,,C7,●,False,True,,,,,,,Yes,
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)","Savings, loan and other financial services (5221, 5222 and 5223)","5221, 5222, 5223",5223,,C7,●,False,True,,,,,,,Yes,
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232, 5239",5231,,C7,●,False,True,,,,,,,Yes,
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232, 5239",5232,,C7,●,False,True,,,,,,,Yes,
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)","5231, 5232, 5239",5239,,C7,●,False,True,,,,,,,Yes,
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),Insurance carriers and related activities (5241 and 5242),"5241, 5242",5241,,C7,●,False,True,,,,,,,Yes,
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),Insurance carriers and related activities (5241 and 5242),"5241, 5242",5242,,C7,●,False,True,,,,,,,Yes,
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)","Funds, trusts and other financial vehicles (5251 and 5259)","5251, 5259",5251,,C7,●,False,True,,,,,,,Yes,
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)","Funds, trusts and other financial vehicles (5251 and 5259)","5251, 5259",5259,,C7,●,False,True,,,,,,,Yes,
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","Real estate (5311, 5312, and 5313)","5311, 5312, 5313",5311,,C7,●,False,True,,,,,,,Yes,
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","Real estate (5311, 5312, and 5313)","5311, 5312, 5313",5312,,C7,●,False,True,,,,,,,Yes,
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)","Real estate (5311, 5312, and 5313)","5311, 5312, 5313",5313,,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),Automotive equipment rental and leasing (5321),5321,,,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),Consumer goods rental (5322) - Consumer electronics and appliances rental (53221),53221,,,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),Consumer goods rental (5322) - Recreational goods rental (532284),532284,,,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),Consumer goods rental (5322) - All other consumer goods rentals (in 5322),5322,"5322 minus 53221, 532284",53221.0,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),Consumer goods rental (5322) - All other consumer goods rentals (in 5322),5322,"5322 minus 53221, 532284",532284.0,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),General rental centers (5323),General rental centers (5323),5323,,,C7,●,False,True,,,,,,,Yes,
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),Commercial and industrial machinery and equipment rental and leasing (5324),5324,,,C7,●,False,True,,,,,,,Yes,
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),Veterinary services (54194),54194,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)","All other professional, scientific, and technical services (in 541)",541,541 minus 54194,54194.0,C7,●,False,True,,,,,,,Yes,
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),Management of companies and enterprises (5511),5511,,,C7,●,False,True,,,,,,,Yes,
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),Travel and reservation services (5615),5615,,,C7,●,False,True,,,,,,,Yes,
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),Services to buildings and dwellings (5617) - Carpet and upholstery cleaning services (56174),56174,,,C7,–,True,False,,,,,,,No,
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),Services to buildings and dwellings (5617) - All other services to buildings and dwellings (in 5617),5617,5617 minus 56174,56174.0,C7,●,False,True,,,,,,,Yes,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5615.0,C7,●,False,True,,,,,,,Yes,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5617.0,C7,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),Business schools and computer and management training (6114),Business schools and computer and management training (6114),6114,,,C7,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),Technical and trade schools (6115),Technical and trade schools (6115),6115,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6116,,C7,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6117,,C7,●,False,True,,,,,,,Yes,
VI Services,Food Services and Drinking Places (722),Special food services (7223),Special food services (7223),7223,,,C7,●,False,True,,,,,,,Yes,
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7224,,C7,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-162,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to size restrictions, subject to open use allowances",
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7225,,C7,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-162,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to size restrictions, subject to open use allowances",
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Heavy motor vehicle repair and maintenance shops#,8111,,,C7,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Light motor vehicle repair and maintenance shops#,8111,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-165,,,,"Yes, by special permit",
VI Services,Repair and Maintenance (811),Car washes (811192),Automotive repair and maintenance (8111) - Car washes (811192),811192,,,C7,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),Electronic and precision equipment repair and maintenance (8112),8112,,,C7,●,False,True,,,,,,,Yes,
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),Commercial and industrial machinery and equipment repair and maintenance (8113),8113,,,C7,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Bicycle repair,Personal and Household Goods Repair and Maintenance (8114) - Bicycle repair,8114,,,C7,●,False,True,,,,,,,Yes,
VI Services,Repair and Maintenance (811),Recreational boat repair,Personal and Household Goods Repair and Maintenance (8114) - Recreational boat repair,8114,,,C7,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),Personal and Household Goods Repair and Maintenance (8114) - Home and garden equipment and appliance repair and maintenance (81141),81141,,,C7,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),Personal and Household Goods Repair and Maintenance (8114) - All other personal and household goods repair and maintenance (in 8114),8114,"8114 minus 81141, 81149 (boats, bikes only)",,C7,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,Personal care services (8121) - #Health and fitness establishments#,8121,,,C7,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),Personal care services (8121) - All other personal care services (in 8121),8121,8121 minus health and fitness,,C7,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),Death care services (8122) - Funeral homes and funeral services (81221),81221,,,C7,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Crematoriums,Death care services (8122) - Crematoriums,8122,,,C7,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Personal laundry services,Dry cleaning and laundry services (8123) - Personal laundry services,8123,,,C7,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,Dry cleaning and laundry services (8123) - Personal dry cleaning services,8123,,,C7,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-162,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to size restrictions, subject to additional conditions",
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,Dry cleaning and laundry services (8123) - Industrial dry cleaning and laundry services,8123,,,C7,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Pet care services (81291),Pet care services (81291),81291,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),All other personal services (in 8129),8129,8129 minus 81291,81291.0,C7,●,False,True,,,,,,,Yes,
VII,Laboratories,Laboratories,Laboratories,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-173,,"Yes, subject to additional conditions",
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental","Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,C7,●,False,True,,,,,,,Yes,
